name,parent,state,country
Harris Tactical Communications,Harris Communication Systems Segment,6,US
Harris Electronic Systems Segment,Harris,5,US
Harris Space and Intelligence Systems Segment,Harris,5,US
Harris Geospatial Solutions,Harris Space and Intelligence Systems Segment,6,US
Harris Space Superiority,Harris Space and Intelligence Systems Segment,6,US
Harris Spaceport Systems International,Harris Space and Intelligence Systems Segment,6,US
Harris Surveillance and Reconnaissance,Harris Space and Intelligence Systems Segment,6,US
Integrated Mission Systems,L3Harris Technologies,4,US
L3,L3Harris Technologies,4,US
L3 Communication and Network Systems Segment,L3,5,US
L3 Advanced Communications Sector,L3 Communication and Network Systems Segment,6,US
L3 ASV,L3 Communication and Network Systems Segment,6,US
Maritime Autonomy Demonstrator For Operational eXperimentation (MADFOX),L3 ASV,7,US
L3 Electronic Space Systems Corp. (ESSCO),L3 Communication and Network Systems Segment,6,US
L3 Global Communications Solutions (GCS),L3 Communication and Network Systems Segment,6,US
L3 Space and Power Sector,L3 Communication and Network Systems Segment,6,US
L3 Electronic Systems Segment,L3,5,US
L3 Commercial Aviation,L3 Electronic Systems Segment,6,US
L3 Commercial Aviation Solutions,L3 Electronic Systems Segment,6,US
L3 Defense Training and Simulation,L3 Electronic Systems Segment,6,US
L3 Link Simulation & Training,L3 Electronic Systems Segment,6,US
L3 Power and Propulsion Systems,L3 Electronic Systems Segment,6,US
L3 Precision Engagement Systems,L3 Electronic Systems Segment,6,US
L3 ISR Systems Segment,L3,5,US
L3 Advanced Programs,L3 ISR Systems Segment,6,US
L3 Aerospace Systems,L3 ISR Systems Segment,6,US
L3 Integrated Sensor Systems,L3 ISR Systems Segment,6,US
L3 Ocean Systems,L3 ISR Systems Segment,6,US
L3 Warrior Sensor Systems,L3 ISR Systems Segment,6,US
L3 WESCAM,L3 ISR Systems Segment,6,US
Surveillance and Strike Systems,L3 ISR Systems Segment,6,US
MariPro,L3,5,US
L3 KEO,L3Harris Technologies,4,US
Space and Airborne Systems,L3Harris Technologies,4,US
Launcher,U.S. Companies,3,US
Leidos,U.S. Companies,3,US
Leidos Alliance Partner Network,Leidos,4,US
Leidos Civil,Leidos,4,US
Leidos Defense Solutions,Leidos,4,US
Leidos Health,Leidos,4,US
Next Generation Enterprise Network (NGEN),Leidos,4,US
Open Innovation - Space Consortium,Leidos,4,US
Synthetic Environment Core Program,Leidos,4,US
Leo Aerospace,U.S. Companies,3,US
LeoLabs,U.S. Companies,3,US
Ligado Networks,U.S. Companies,3,US
LinQuest,U.S. Companies,3,US
Linux Foundation,U.S. Companies,3,US
Cloud Native Computing Foundation (CNCF),Linux Foundation,4,US
LiquidPiston,U.S. Companies,3,US
Liteye Systems Inc.,U.S. Companies,3,US
Loft Orbital,U.S. Companies,3,US
Logiq Inc.,U.S. Companies,3,US
Logistics Gliders,U.S. Companies,3,US
Logos Technologies,U.S. Companies,3,US
Lumenier,U.S. Companies,3,US
Lumitron Technologies,U.S. Companies,3,US
Luxriot,U.S. Companies,3,US
MacAulay-Brown,U.S. Companies,3,US
Made in Space Inc,U.S. Companies,3,US
MAG Aerospace,U.S. Companies,3,US
Mangata Networks,U.S. Companies,3,US
ManTech International,U.S. Companies,3,US
Defense Sector,ManTech International,4,US
Federal Civilian Sector,ManTech International,4,US
Intelligence Sector,ManTech International,4,US
Mantech,ManTech International,4,US
Manufacturing Techniques,U.S. Companies,3,US
Marine Tactical Systems (MARTAC),U.S. Companies,3,US
Martin UAV,U.S. Companies,3,US
Marvin Engineering,U.S. Companies,3,US
Masten Space Systems,U.S. Companies,3,US
Matternet,U.S. Companies,3,US
Maxar Technologies,U.S. Companies,3,US
"Macdonald, Dettwiler, and Associates",Maxar Technologies,4,US
Vricon,Maxar Technologies,4,US
Maximus,U.S. Companies,3,US
MAXIMUS Federal,U.S. Companies,3,US
MC Dean,U.S. Companies,3,US
McKean Defense,U.S. Companies,3,US
McKinsey and Co,U.S. Companies,3,US
MCM Technologies,U.S. Companies,3,US
MD Helicopters,U.S. Companies,3,US
Mecaer Aviation Group,U.S. Companies,3,US
Meld Manufacturing,U.S. Companies,3,US
Mercury Systems,U.S. Companies,3,US
Metal Shark,U.S. Companies,3,US
Metron,U.S. Companies,3,US
Microsoft,U.S. Companies,3,US
MicroTechnologies,U.S. Companies,3,US
Middle Bay Solutions II,U.S. Companies,3,US
Millennium Space System,U.S. Companies,3,US
Mission Essential Group,U.S. Companies,3,US
Mission Essential Intelligence Solutions (MEIS),Mission Essential Group,4,US
Mission System Solutions (MSS),U.S. Companies,3,US
Mistral Inc,U.S. Companies,3,US
MITRE,U.S. Companies,3,US
Moback,U.S. Companies,3,US
ModalAI,U.S. Companies,3,US
Modern Technology Solutions,U.S. Companies,3,US
Momentus,U.S. Companies,3,US
Moog,U.S. Companies,3,US
Morf3D Inc.,U.S. Companies,3,US
NanoRacks,U.S. Companies,3,US
NanoVMS,U.S. Companies,3,US
National Security Space Association (NSSA),U.S. Companies,3,US
Navatek,U.S. Companies,3,US
Navistar Defense,U.S. Companies,3,US
Navmar Applied Sciences Corporation,U.S. Companies,3,US
NetScout Systems,U.S. Companies,3,US
Newport News Shipbuilding,U.S. Companies,3,US
NewSpace Networks,U.S. Companies,3,US
Nexus LCM,U.S. Companies,3,US
Neya Systems,U.S. Companies,3,US
NFT Inc.,U.S. Companies,3,US
NightDragon Security,U.S. Companies,3,US
nLogic,U.S. Companies,3,US
North American Surveillance Systems,U.S. Companies,3,US
Northern Aerospace,U.S. Companies,3,US
Northrop Grumman,U.S. Companies,3,US
Northrop Grumman Aeronautics Systems,Northrop Grumman,4,US
Northrop Grumman Advanced Programs,Northrop Grumman Aeronautics Systems,5,US
Astro Aerospace,Northrop Grumman Advanced Programs,6,US
Cutting Edge Optronics,Northrop Grumman Advanced Programs,6,US
NG AOA Xinetics,Northrop Grumman Advanced Programs,6,US
NG Microelectronic Products & Services,Northrop Grumman Advanced Programs,6,US
NG SYNOPTICS,Northrop Grumman Advanced Programs,6,US
"Scaled Composites, LLC",Northrop Grumman Advanced Programs,6,US
"Sonoma Photonics, Inc",Northrop Grumman Advanced Programs,6,US
Northrop Grumman Autonomous Systems Division,Northrop Grumman Aeronautics Systems,5,US
Northrop Grumman Manned Aircraft Systems Division,Northrop Grumman Aeronautics Systems,5,US
NG Aerospace Strike,Northrop Grumman Manned Aircraft Systems Division,6,US
NG E-2 and C-2 Programs,Northrop Grumman Manned Aircraft Systems Division,6,US
NG Information Operations and Electronic Attack,Northrop Grumman Manned Aircraft Systems Division,6,US
NG Manned C2ISR,Northrop Grumman Manned Aircraft Systems Division,6,US
Northrop Grumman Defense Systems,Northrop Grumman,4,US
Northrop Grumman Defense Systems - Armament Systems Division,Northrop Grumman Defense Systems,5,US
Northrop Grumman Mission Systems,Northrop Grumman,4,US
NG Advanced Capabilities,Northrop Grumman Mission Systems,5,US
NG Advanced Concepts & Technologies Division,NG Advanced Capabilities,6,US
NG Missile Defense and Protective Systems Division,NG Advanced Capabilities,6,US
NG Navigation & Maritime Systems Division,NG Advanced Capabilities,6,US
NG Maritime Systems,NG Navigation & Maritime Systems Division,7,US
NG Navigation & Positioning Systems,NG Navigation & Maritime Systems Division,7,US
NG Land & Self-Protection Systems,Northrop Grumman Mission Systems,5,US
NG Navigation & Maritime Systems Division (NMSD),Northrop Grumman Mission Systems,5,US
NG Maritime Systems,NG Navigation & Maritime Systems Division (NMSD),6,US
Northrop Grumman Undersea Systems,NG Maritime Systems,7,US
Northrop Grumman Cyber & Advanced Capabilities,Northrop Grumman Mission Systems,5,US
NG Cyber and Intelligence Mission Solutions Division,Northrop Grumman Cyber & Advanced Capabilities,6,US
Northrop Grumman Sensors and Processing,Northrop Grumman Mission Systems,5,US
NG Airborne ISR & Targeting Systems Division,Northrop Grumman Sensors and Processing,6,US
NG Combat Avionics Systems,NG Airborne ISR & Targeting Systems Division,7,US
NG Microwave Systems,NG Airborne ISR & Targeting Systems Division,7,US
NG Network Communications Systems,NG Airborne ISR & Targeting Systems Division,7,US
NG Surveillance & Remote Sensing Systems,NG Airborne ISR & Targeting Systems Division,7,US
NG Land and Avionics C4ISR Division,Northrop Grumman Sensors and Processing,6,US
NG Combat and Mission Command Systems,NG Land and Avionics C4ISR Division,7,US
"NG Comms, Intelligence and Networking Solutions",NG Land and Avionics C4ISR Division,7,US
NG Defense Systems Division,NG Land and Avionics C4ISR Division,7,US
NG Global Ground-Based Radars,NG Land and Avionics C4ISR Division,7,US
NG Laser Systems,NG Land and Avionics C4ISR Division,7,US
NG Mission Solutions,NG Land and Avionics C4ISR Division,7,US
NG RF Combat & Information Systems,NG Land and Avionics C4ISR Division,7,US
Northrop Grumman Space Systems,Northrop Grumman,4,US
NG Space Systems Group,Northrop Grumman Space Systems,5,US
Orbital ATK - Commercial Satellites,NG Space Systems Group,6,US
Orbital ATK - Human Space and Advanced Systems,NG Space Systems Group,6,US
Orbital ATK - Science and National Security Satellites,NG Space Systems Group,6,US
Orbital ATK - Space Components,NG Space Systems Group,6,US
Orbital ATK - Technical Services Division,NG Space Systems Group,6,US
Northrop Grumman Defense Systems Group,Northrop Grumman Space Systems,5,US
Orbital ATK - Armament Systems Division,Northrop Grumman Defense Systems Group,6,US
Orbital ATK - Defense Electronics Systems Division,Northrop Grumman Defense Systems Group,6,US
Orbital ATK - Missile Products Division,Northrop Grumman Defense Systems Group,6,US
Orbital ATK - Small Caliber Systems,Northrop Grumman Defense Systems Group,6,US
Northrop Grumman Launch Systems,Northrop Grumman Space Systems,5,US
Orbital ATK Flight Systems - Aerospace Structures Division,Northrop Grumman Launch Systems,6,US
Orbital ATK Flight Systems - Propulsion Systems,Northrop Grumman Launch Systems,6,US
Orbital ATK Flight Systems - Space Launch Vehicles,Northrop Grumman Launch Systems,6,US
Northrop Grumman Space Division,Northrop Grumman Space Systems,5,US
NG Communications Systems,Northrop Grumman Space Division,6,US
NG Defense Systems,Northrop Grumman Space Division,6,US
NG Directed Energy Systems,Northrop Grumman Space Division,6,US
NG Military and Civil Space,Northrop Grumman Space Division,6,US
NG Missile Defense and Space Warning Systems,NG Military and Civil Space,7,US
NG Space Systems Resiliency,NG Military and Civil Space,7,US
NG Space Technology Services,NG Military and Civil Space,7,US
NG Space Logistics Services,Northrop Grumman Space Division,6,US
Orbital Sciences Corp.,Northrop Grumman Space Systems,5,US
Novetta,U.S. Companies,3,US
Numerica,U.S. Companies,3,US
NVIDIA,U.S. Companies,3,US
Obsidian Sensors,U.S. Companies,3,US
Oceaneering,U.S. Companies,3,US
Octo Consulting Group,U.S. Companies,3,US
O'Gara-Hess & Eisenhardt Armoring Company,U.S. Companies,3,US
OGSystems,U.S. Companies,3,US
Olin Corporation,U.S. Companies,3,US
Omega Aerial Refueling,U.S. Companies,3,US
Omni Federal,U.S. Companies,3,US
Omni-Lite Industries,U.S. Companies,3,US
Omnispace,U.S. Companies,3,US
OneWeb,U.S. Companies,3,US
OneWeb Satellites,OneWeb,4,US
Opener,U.S. Companies,3,US
Oracle,U.S. Companies,3,US
Orbion Space Technology,U.S. Companies,3,US
Orbit Beyond,U.S. Companies,3,US
Orbit Fab,U.S. Companies,3,US
Orbital Insight,U.S. Companies,3,US
Orbital Sidekick,U.S. Companies,3,US
Oshkosh,U.S. Companies,3,US
OSI Maritime Systems (OSI),U.S. Companies,3,US
OtherLab,U.S. Companies,3,US
OverAir,U.S. Companies,3,US
Ovzon,U.S. Companies,3,US
Pacific Architects and Engineers (PAE),U.S. Companies,3,US
Pacific Defense,U.S. Companies,3,US
PacStar,U.S. Companies,3,US
Palantir,U.S. Companies,3,US
Palo Alto Networks,U.S. Companies,3,US
Parker Lord,U.S. Companies,3,US
Parker-Hannifin,U.S. Companies,3,US
Parsons,U.S. Companies,3,US
PathSensors,U.S. Companies,3,US
Patriot Technologies,U.S. Companies,3,US
Pattonair,U.S. Companies,3,US
Pegasus Support Services,U.S. Companies,3,US
Peraton,U.S. Companies,3,US
Persistent Systems LLC,U.S. Companies,3,US
Perspecta Labs,U.S. Companies,3,US
Phase Four,U.S. Companies,3,US
Photo-Sonics,U.S. Companies,3,US
Physical Sciences Inc (PSI),U.S. Companies,3,US
Piasecki Aircraft Corp,U.S. Companies,3,US
Pine island Capital Partners,U.S. Companies,3,US
Meggitt Training Systems (MTS),Pine island Capital Partners,4,US
Precinmac Precision Machining,Pine island Capital Partners,4,US
Pinnacle Solutions,U.S. Companies,3,US
Pison Technology,U.S. Companies,3,US
Pivotal Labs,U.S. Companies,3,US
Pivotal Software,U.S. Companies,3,US
Planet,U.S. Companies,3,US
PlaneWave Instruments,U.S. Companies,3,US
Plexsys Interface Products,U.S. Companies,3,US
Polaris Alpha,U.S. Companies,3,US
"Polaris Industries, Inc.",U.S. Companies,3,US
Powerlight Technologies,U.S. Companies,3,US
PPG Aerospace,U.S. Companies,3,US
Pratt Miller Engineering,U.S. Companies,3,US
PredaSAR,U.S. Companies,3,US
Prime Turbines,U.S. Companies,3,US
Priority 1 Air Rescue,U.S. Companies,3,US
Privoro,U.S. Companies,3,US
Prodentity,U.S. Companies,3,US
Progeny Systems,U.S. Companies,3,US
Prometheus Fuels,U.S. Companies,3,US
Propulsion Defense Industrial Base,U.S. Companies,3,US
QinetiQ North America,U.S. Companies,3,US
Qualcomm,U.S. Companies,3,US
R2 Space,U.S. Companies,3,US
RadiaBeam Technologies,U.S. Companies,3,US
Radiant Solutions,U.S. Companies,3,US
Raydon,U.S. Companies,3,US
Raytheon Technologies Corporation,U.S. Companies,3,US
Collins Aerospace,Raytheon Technologies Corporation,4,US
Collins Aerospace Military GPS,Collins Aerospace,5,US
Forcepoint,Raytheon Technologies Corporation,4,US
Pratt & Whitney,Raytheon Technologies Corporation,4,US
Advanced Turbine Engine Company,Pratt & Whitney,5,US
International Aero Engines,Pratt & Whitney,5,US
Raytheon Intelligence & Space (RIS),Raytheon Technologies Corporation,4,US
"Raytheon Intelligence, Information and Services",Raytheon Intelligence & Space (RIS),5,US
Raytheon Cybersecurity and Special Missions,"Raytheon Intelligence, Information and Services",6,US
Raytheon Global Intelligence Solutions,"Raytheon Intelligence, Information and Services",6,US
Raytheon Global Training Solutions,"Raytheon Intelligence, Information and Services",6,US
Raytheon Mission Support and Modernization,"Raytheon Intelligence, Information and Services",6,US
Raytheon Navigation and Environmental Solutions,"Raytheon Intelligence, Information and Services",6,US
Raytheon Transportation and Support Systems,"Raytheon Intelligence, Information and Services",6,US
Raytheon Space & Airborne Systems,Raytheon Intelligence & Space (RIS),5,US
Raytheon BBN Technologies,Raytheon Space & Airborne Systems,6,US
Raytheon Electronic Warfare Systems,Raytheon Space & Airborne Systems,6,US
Raytheon Integrated Communications Systems,Raytheon Space & Airborne Systems,6,US
"Raytheon Intelligence, Surveillance and Reconnaissance Systems",Raytheon Space & Airborne Systems,6,US
Raytheon Secure Sensor Solutions,Raytheon Space & Airborne Systems,6,US
Raytheon Space Systems,Raytheon Space & Airborne Systems,6,US
Raytheon International,Raytheon Technologies Corporation,4,US
Raytheon Australia,Raytheon International,5,US
Raytheon Canada,Raytheon International,5,US
Raytheon Saudi Arabia,Raytheon International,5,US
Raytheon United Kingdom,Raytheon International,5,US
Raytheon Missiles & Defense (RMD),Raytheon Technologies Corporation,4,US
Raytheon Integrated Defense Systems,Raytheon Missiles & Defense (RMD),5,US
Mission Systems and Sensors,Raytheon Integrated Defense Systems,6,US
Raytheon Command and Control Solutions,Mission Systems and Sensors,7,US
Raytheon Warfighter Protection Center,Raytheon Command and Control Solutions,8,US
Raytheon Missile Defense,Mission Systems and Sensors,7,US
Raytheon MSM Engineering Facility,Mission Systems and Sensors,7,US
Raytheon Solipsys,Mission Systems and Sensors,7,US
Raytheon Integrated Air and Missile Defense,Raytheon Integrated Defense Systems,6,US
Raytheon Seapower Capability Systems,Raytheon Integrated Defense Systems,6,US
Raytheon Missile Systems,Raytheon Missiles & Defense (RMD),5,US
Raytheon Advanced Missile Systems,Raytheon Missile Systems,6,US
Raytheon Air and Missile Defense Systems,Raytheon Missile Systems,6,US
Raytheon Air Warfare Systems,Raytheon Missile Systems,6,US
Raytheon Land Warfare Systems,Raytheon Missile Systems,6,US
Javelin Joint Venture,Raytheon Land Warfare Systems,7,US
Raytheon Naval and Area Mission Defense,Raytheon Missile Systems,6,US
Raytheon Rheinmetall Land Systems,Raytheon Technologies Corporation,4,US
ThalesRaytheonSystems,Raytheon Technologies Corporation,4,US
RBC Signals,U.S. Companies,3,US
RE2 Robotics,U.S. Companies,3,US
Rebellion Defense,U.S. Companies,3,US
Red 6,U.S. Companies,3,US
Red Hat,U.S. Companies,3,US
Redwire,U.S. Companies,3,US
Relativity Space,U.S. Companies,3,US
Rhea Space Activity,U.S. Companies,3,US
Rheinmetall Fraen Fuzes,U.S. Companies,3,US
Ricardo Defense,U.S. Companies,3,US
Rincon Research Corporation,U.S. Companies,3,US
Riptide Software,U.S. Companies,3,US
Rise8,U.S. Companies,3,US
Rite Solutions,U.S. Companies,3,US
Roam Robotics,U.S. Companies,3,US
Robinson Helicopter Company,U.S. Companies,3,US
Roboteam,U.S. Companies,3,US
Probot,Roboteam,4,US
Robotic Research,U.S. Companies,3,US
Robotic Skies Consortium,U.S. Companies,3,US
Rocket Lab,U.S. Companies,3,US
Rockwell Automation,U.S. Companies,3,US
Rockwell Collins,U.S. Companies,3,US
Data Link Solutions,Rockwell Collins,4,US
RS Metrics,U.S. Companies,3,US
SA Photonics,U.S. Companies,3,US
Saalex Information Technology,U.S. Companies,3,US
