name,parent
Department of Defense Information Analysis Center (DoD IAC),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Department of Defense Research and Engineering (DDR&E),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Directorate for Advanced Capabilities,Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Joint Hypersonic Transition Office (JHTO),Directorate for Advanced Capabilities
Futures and Concepts Center (FCC),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Office of Naval Research (ONR),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Office of the Assistant Secretary of Defense for Research and Engineering - OASD(R&E),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
"Office of the Deputy Assistant Secretary of Defense, Emerging Capability & Prototyping - ODASD(EC&P)",Office of the Assistant Secretary of Defense for Research and Engineering - OASD(R&E)
National Spectrum Consortium,"Office of the Deputy Assistant Secretary of Defense, Emerging Capability & Prototyping - ODASD(EC&P)"
Rapid Reaction Technology Office,"Office of the Deputy Assistant Secretary of Defense, Emerging Capability & Prototyping - ODASD(EC&P)"
Strategic Capabilities Office (SCO),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Program Executive Office for Assembled Chemical Weapons Alternatives (PEO ACWA),Office of the Secretary of Defense (OSD)
Space Acquisition Council,Department of Defense (DoD)
Department of Energy (DOE),United States (U.S.)
Argonne National Laboratory,Department of Energy (DOE)
Cost Estimating and Program Evaluation (CEPE),Department of Energy (DOE)
Idaho National Laboratory (INL),Department of Energy (DOE)
TRIstructural-ISOtropic (TRISO),Idaho National Laboratory (INL)
Los Alamos National Laboratory,Department of Energy (DOE)
National Nuclear Security Administration (NNSA),Department of Energy (DOE)
Savannah River Site,Department of Energy (DOE)
Stockpile Responsiveness Program,Department of Energy (DOE)
Department of Health and Human Services (HHS),United States (U.S.)
Department of Homeland Security (DHS),United States (U.S.)
Cybersecurity and Infrastructure Agency (CISA),Department of Homeland Security (DHS)
Defense Science Board (DSB),Department of Homeland Security (DHS)
Federal Emergency Management Agency (FEMA),Department of Homeland Security (DHS)
National Security Telecommunications Advisory Committee (NSTAC),Department of Homeland Security (DHS)
Office of Biometric Identity,Department of Homeland Security (DHS)
Office of Procurement Operations,Department of Homeland Security (DHS)
U.S. Coast Guard (USCG),Department of Homeland Security (DHS)
U.S. Customs and Border Protection (CBP),Department of Homeland Security (DHS)
Department of Justice (DOJ),United States (U.S.)
Drug Enforcement Administration (DEA),Department of Justice (DOJ)
Department of State (DoS),United States (U.S.)
Artificial Intelligence and Emerging Technology Office,Department of State (DoS)
Bureau of International Security and Nonproliferation,Department of State (DoS)
Department of the Treasury,United States (U.S.)
The Committee on Foreign Investment in the United States (CFIUS),Department of the Treasury
Department of Transportation (DOT),United States (U.S.)
Executive Office of the President (EOP),United States (U.S.)
National Security Council (NSC),Executive Office of the President (EOP)
National Space Council,Executive Office of the President (EOP)
Office of Management and Budget (OMB),Executive Office of the President (EOP)
Office of Science and Technology Policy,Executive Office of the President (EOP)
National Quantum Coordination Office,Office of Science and Technology Policy
Technology Transfer Service (TTS),Executive Office of the President (EOP)
U.S. Digital Service (USDS),Executive Office of the President (EOP)
Export Import Bank of the United States (EXIM),United States (U.S.)
Federal Acquisition Regulatory Council (FAR),United States (U.S.)
Federal Aviation Administration (FAA),United States (U.S.)
Office of Commercial Space Transportation,Federal Aviation Administration (FAA)
Commercial Space Transportation Services,Office of Commercial Space Transportation
Spectrum Efficient National Surveillance Radar (SENSR) Program,Federal Aviation Administration (FAA)
UAS Traffic Management System (UTM),Federal Aviation Administration (FAA)
Federal Communications Commission (FCC),United States (U.S.)
General Services Administration (GSA),United States (U.S.)
Government Accountability Office (GAO),United States (U.S.)
Center for Strategic Foresight,Government Accountability Office (GAO)
LA County Fire Department,United States (U.S.)
National Aeronautics and Space Administration (NASA),United States (U.S.)
Aeronautics Research Mission Directorate (ARMD),National Aeronautics and Space Administration (NASA)
"Ames Research Center (ARC, Code D)",National Aeronautics and Space Administration (NASA)
"Aeroflightdynaamics Directorate (AFDD, Code Y)","Ames Research Center (ARC, Code D)"
Aeronautics Directorate (Code A),"Ames Research Center (ARC, Code D)"
Aeronautics Project Office (Code AT),Aeronautics Directorate (Code A)
Center Operations Directorate (Code J),"Ames Research Center (ARC, Code D)"
ARC Acquisition Division (Code JA),Center Operations Directorate (Code J)
"ARC Acquisition Programs, Engineering and Science (Code JAZ)",Center Operations Directorate (Code J)
Programs and Projects Directorate (Code P),"Ames Research Center (ARC, Code D)"
Advanced Aircraft Project Office (Code AM),Programs and Projects Directorate (Code P)
ARC Project Management Division (Code PX),Programs and Projects Directorate (Code P)
Stratospheric Observatory for Infrared Astronomy (SOFIA),"Ames Research Center (ARC, Code D)"
U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center,"Ames Research Center (ARC, Code D)"
"Armstrong Flight Research Center (AFRC, Code X)",National Aeronautics and Space Administration (NASA)
AFRC Programs and Projects Directorate (Code XP),"Armstrong Flight Research Center (AFRC, Code X)"
Glenn Research Center (GRC),National Aeronautics and Space Administration (NASA)
Goddard Space Flight Center (GFSC),National Aeronautics and Space Administration (NASA)
Flight Projects Directorate (Code 400),Goddard Space Flight Center (GFSC)
"Astrophysics Projects Division Office (APDO, Code 440.0)",Flight Projects Directorate (Code 400)
James Webb Space Telescope Project Office,"Astrophysics Projects Division Office (APDO, Code 440.0)"
"Earth Science Projects Division (ESPD, Code 420.0)",Flight Projects Directorate (Code 400)
Exploration and Space Communications (ESC) Projects Division (Code 450.0),Flight Projects Directorate (Code 400)
"Explorers and Heliophysics Projects Division (EHPD, Code 460.0)",Flight Projects Directorate (Code 400)
GOES-R Program Office (Code 410.0),Flight Projects Directorate (Code 400)
"Joint Polar Satellite System (JPSS, Code 470)",Flight Projects Directorate (Code 400)
"Planetary Science Projects Division (PSPD, Code 430.0)",Flight Projects Directorate (Code 400)
Rapid Spacecraft Development Office (Code 401.1),Flight Projects Directorate (Code 400)
Satellite Servicing Projects Division (Code 480),Flight Projects Directorate (Code 400)
Suborbital and Special Orbital Projects (Code 800),Goddard Space Flight Center (GFSC)
Advanced Projects Office (Code 802),Suborbital and Special Orbital Projects (Code 800)
"Human Exploration and Operations Mission Directorate (HEOMD, Code CA)",National Aeronautics and Space Administration (NASA)
Advanced Exploration Systems (Code CQ),"Human Exploration and Operations Mission Directorate (HEOMD, Code CA)"
Commercial Spaceflight Development (Code CP),"Human Exploration and Operations Mission Directorate (HEOMD, Code CA)"
Exploration Systems Development (Code CM),"Human Exploration and Operations Mission Directorate (HEOMD, Code CA)"
Human Spaceflight Capabilities (Code CN),"Human Exploration and Operations Mission Directorate (HEOMD, Code CA)"
International Space Station,"Human Exploration and Operations Mission Directorate (HEOMD, Code CA)"
Node 2,International Space Station
Node 3,International Space Station
"International Space Station Division - Lab Management (ISS LABS, Code CJ)","Human Exploration and Operations Mission Directorate (HEOMD, Code CA)"
Jet Propulsion Laboratory (JPL),National Aeronautics and Space Administration (NASA)
"Johnson Space Center (JSC, Code AA)",National Aeronautics and Space Administration (NASA)
Flight Operations Directorate (Code CA),"Johnson Space Center (JSC, Code AA)"
Gateway Program (Code MA),"Johnson Space Center (JSC, Code AA)"
"International Space Station Program Office (ISS, Code OA)","Johnson Space Center (JSC, Code AA)"
Orion Program (Code GA),"Johnson Space Center (JSC, Code AA)"
"Kennedy Space Center (KSC, Code AA)",National Aeronautics and Space Administration (NASA)
Exploration Research and Technology Programs (Code UB),"Kennedy Space Center (KSC, Code AA)"
Ground Systems Development and Operations (GSDO) Program Office (Code LX),"Kennedy Space Center (KSC, Code AA)"
"Langley Research Center (LaRC, Code A)",National Aeronautics and Space Administration (NASA)
Earth System Science Pathfinder Program Office (Code A5),"Langley Research Center (LaRC, Code A)"
Flight Projects Directorate (Code E6),"Langley Research Center (LaRC, Code A)"
Marshall Space Flight Center (MSFC),National Aeronautics and Space Administration (NASA)
Flight Programs and Partnerships,Marshall Space Flight Center (MSFC)
Science Mission Directorate,National Aeronautics and Space Administration (NASA)
Astrophysics Division,Science Mission Directorate
Earth Science Division,Science Mission Directorate
Flight Programs,Science Mission Directorate
Heliophysics Division,Science Mission Directorate
James Webb Space Telescope Program Office,Science Mission Directorate
James Webb Space Telescope Project Office,James Webb Space Telescope Program Office
Joint Agency Satellite Division,Science Mission Directorate
Planetary Science Division,Science Mission Directorate
Space Technology Mission Directorate (STMD),National Aeronautics and Space Administration (NASA)
Stennis Space Center (SSC),National Aeronautics and Space Administration (NASA)
Rocket Propulsion Test Program Office,Stennis Space Center (SSC)
Venture Class Launch Services (VCLS) Program,National Aeronautics and Space Administration (NASA)
National Science Foundation (NSF),United States (U.S.)
National Security Agency (NSA),United States (U.S.)
Cybersecurity Directorate,National Security Agency (NSA)
National Security Commission on Artificial Intelligence,United States (U.S.)
National Transportation Safety Board (NTSB),United States (U.S.)
Office of Personnel Management (OPM),United States (U.S.)
Office of the Director for National Intelligence (ODNI),United States (U.S.)
Intelligence Advanced Research Projects Activity (IARPA),Office of the Director for National Intelligence (ODNI)
Small Business Administration (SBA),United States (U.S.)
AFWERX,U.S. Acquisition
AIRWorks,U.S. Acquisition
COVID-19 High Performance Computing Consortium,U.S. Acquisition
MD5 National Security Technology Accelerator,U.S. Acquisition
National Sea-Based Deterrence Fund,U.S. Acquisition
National Security Innovation Capital (NSIC) fund,U.S. Acquisition
Naval Expeditions (NavalX) Agility Office,U.S. Acquisition
Aviation and Missile Technology Consortium,Other Transaction Authorities (OTA)
AF Lifecycle Management Center (AFLCMC) Consortium Initiative,OTA Consortiums
American Metal Casting (AMC) Consortium,OTA Consortiums
"Army Engineer, Research and Development Center (ERDC) Consortium",OTA Consortiums
Aviation and Missile Technology Consortium,OTA Consortiums
Border Security Technology Consortium (BSTC),OTA Consortiums
Center for Naval Metal Working (CNM),OTA Consortiums
COBRA Consortium,OTA Consortiums
Composites Manufacturing Technology Center (CMTC),OTA Consortiums
"Consortium for Command, Control, Communications in Cyberspace (C5)",OTA Consortiums
"Consortium for Energy, Environment, and Demilitarization (CEED)",OTA Consortiums
Consortium Management Group,OTA Consortiums
Cornerstone Consortium,OTA Consortiums
Countering Weapons of Mass Destruction (CWMD),OTA Consortiums
Defense Automotive Technologies Consortium (DATC),OTA Consortiums
DHS Silicon Valley Innovation Program (SVIP),OTA Consortiums
DoD Ordnance Technology Consortium (DOTC),OTA Consortiums
Expeditionary Warfare Consortium (EWC),OTA Consortiums
Forging Defense Manufacturing Consortium (FDMC),OTA Consortiums
Information Warfare Research Project (IWRP),OTA Consortiums
Medical Chemical Biological Radiological Nuclear Defense Consortium,OTA Consortiums
Medical Technologies Enterprise Consortium (MTEC),OTA Consortiums
National Advanced Mobility Consortium (NAMC),OTA Consortiums
National Geospatial-Intelligence Agency (NGA) Consortium,OTA Consortiums
National Shipbuilding Research Program (NSRP),OTA Consortiums
Naval Aviation Systems Consortium (NASC),OTA Consortiums
